Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,label
51.0, Private,9.0, Divorced, Other-service, Other-relative, Black, Male,0.0,0.0,32.0, Haiti,0
36.0, Self-emp-not-inc,6.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States,0
44.0, State-gov,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,1590.0,40.0, United-States,0
49.0, Private,14.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,1755.0,45.0, United-States,1
28.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
57.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298.0,0.0,40.0, United-States,1
33.0, Self-emp-not-inc,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,65.0, United-States,0
49.0, Private,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178.0,0.0,40.0, United-States,1
74.0, State-gov,16.0, Never-married, Prof-specialty, Other-relative, White, Female,0.0,3683.0,20.0, United-States,1
48.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013.0,0.0,45.0, United-States,0
38.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States,1
39.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
46.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,65.0, United-States,1
56.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
27.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
17.0, Private,7.0, Never-married, Priv-house-serv, Own-child, White, Female,0.0,0.0,40.0, United-States,0
28.0, Private,5.0, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
18.0, ?,6.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,0
42.0, Private,14.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,25.0, United-States,0
39.0, Private,10.0, Separated, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
29.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,3464.0,0.0,40.0, United-States,0
21.0, Private,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,10.0, United-States,0
36.0, Private,10.0, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,0
56.0, Private,6.0, Widowed, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
49.0, Private,3.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
47.0, Self-emp-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,80.0, United-States,0
44.0, Private,10.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
40.0, Private,2.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,45.0, El-Salvador,0
43.0, State-gov,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States,1
62.0, Private,8.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,48.0, Germany,0
52.0, Private,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,3103.0,0.0,30.0, United-States,1
25.0, Private,9.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
63.0, Self-emp-inc,14.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,70.0, United-States,1
51.0, Private,16.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,99.0, South,0
25.0, Private,9.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,0
62.0, ?,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
48.0, Federal-gov,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,30.0, United-States,0
32.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
36.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,0
30.0, Self-emp-not-inc,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
45.0, State-gov,14.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
27.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,0
41.0, Private,13.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,37.0, United-States,0
61.0, Private,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,40.0, United-States,0
70.0, Self-emp-inc,13.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,55.0, United-States,0
55.0, Private,7.0, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
35.0, Private,13.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
36.0, Private,11.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,38.0, United-States,0
29.0, Private,10.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,60.0, United-States,0
30.0, Private,13.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, United-States,0
45.0, Private,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, ?,0
39.0, Federal-gov,13.0, Divorced, Prof-specialty, Unmarried, White, Female,5455.0,0.0,60.0, United-States,0
18.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States,0
28.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,0
27.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,0
38.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
33.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
25.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,1
25.0, ?,9.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,4.0, United-States,0
38.0, Private,7.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,40.0, United-States,0
23.0, Private,10.0, Never-married, Farming-fishing, Unmarried, White, Male,0.0,0.0,45.0, United-States,0
40.0, Private,11.0, Divorced, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
36.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,50.0, ?,1
20.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,0
41.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,48.0, United-States,0
44.0, Private,10.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States,0
49.0, Self-emp-inc,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
22.0, Private,12.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
26.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
47.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
48.0, Private,9.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,25.0, United-States,0
28.0, Self-emp-inc,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States,0
37.0, Federal-gov,10.0, Separated, Exec-managerial, Not-in-family, White, Male,8614.0,0.0,55.0, United-States,1
44.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
20.0, ?,8.0, Never-married, ?, Not-in-family, Black, Female,0.0,0.0,35.0, United-States,0
53.0, Private,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298.0,0.0,40.0, United-States,1
36.0, Private,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,15.0, United-States,0
77.0, Private,4.0, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0.0,0.0,30.0, United-States,0
21.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,35.0, United-States,0
24.0, Private,13.0, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,0
30.0, Private,12.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
51.0, Local-gov,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,50.0, United-States,0
22.0, Private,10.0, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0.0,0.0,30.0, Philippines,0
23.0, Private,10.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0.0,0.0,25.0, United-States,0
47.0, Private,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,50.0, United-States,1
17.0, Private,8.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0, United-States,0
48.0, Private,13.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,50.0, Mexico,1
43.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
34.0, Private,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Guatemala,0
19.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States,0
42.0, State-gov,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
23.0, Private,13.0, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,0
61.0, Self-emp-not-inc,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
63.0, Private,7.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,30.0, United-States,0
65.0, Private,9.0, Widowed, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
37.0, Private,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298.0,0.0,40.0, United-States,1
41.0, Local-gov,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,1
35.0, Private,10.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,40.0, ?,0
21.0, Private,9.0, Divorced, Sales, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
48.0, Local-gov,13.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,35.0, United-States,0
51.0, State-gov,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,40.0, United-States,1
43.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,0
22.0, State-gov,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,15.0, ?,0
56.0, Self-emp-not-inc,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,0
47.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26.0, Private,13.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,24.0, United-States,0
39.0, Private,10.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,24.0, United-States,0
45.0, Self-emp-not-inc,10.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,75.0, United-States,0
49.0, Private,9.0, Divorced, Other-service, Unmarried, White, Male,0.0,0.0,40.0, Columbia,0
23.0, Private,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,30.0, United-States,0
69.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,36.0, United-States,0
41.0, Federal-gov,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,1
40.0, Self-emp-not-inc,9.0, Separated, Exec-managerial, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
25.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
52.0, Private,9.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
28.0, Private,10.0, Never-married, Prof-specialty, Not-in-family, Black, Female,3325.0,0.0,50.0, United-States,0
50.0, Federal-gov,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
21.0, Private,11.0, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,30.0, United-States,0
48.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
27.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,42.0, United-States,1
63.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,30.0, United-States,0
47.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
37.0, Self-emp-not-inc,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,14084.0,0.0,45.0, United-States,1
28.0, Private,10.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,40.0, ?,0
58.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
41.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,51.0, United-States,0
67.0, Self-emp-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
62.0, Self-emp-not-inc,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,48.0, United-States,0
28.0, Private,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,1
26.0, Private,8.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
46.0, Self-emp-not-inc,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,65.0, United-States,1
29.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
39.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,1
25.0, Private,14.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,35.0, United-States,0
20.0, Private,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
21.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
25.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
44.0, Self-emp-inc,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
37.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,38.0, United-States,0
50.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298.0,0.0,40.0, Philippines,1
29.0, Private,9.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
18.0, Private,10.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,21.0, United-States,0
32.0, Private,13.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
58.0, Private,11.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,60.0, United-States,0
50.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
29.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,18.0, United-States,0
58.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,1
29.0, State-gov,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,0
36.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,1
21.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
49.0, Private,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
60.0, Private,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
39.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,3103.0,0.0,50.0, United-States,1
50.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1902.0,40.0, United-States,1
30.0, Private,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,48.0, United-States,0
55.0, Private,9.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, ?,0
64.0, Local-gov,9.0, Divorced, Transport-moving, Unmarried, White, Male,0.0,0.0,20.0, United-States,0
29.0, Self-emp-inc,12.0, Never-married, Prof-specialty, Other-relative, Black, Female,0.0,0.0,40.0, United-States,0
40.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,40.0, United-States,1
42.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,0
55.0, Private,9.0, Widowed, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
43.0, Private,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
28.0, Private,8.0, Never-married, Sales, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
46.0, State-gov,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,38.0, United-States,1
34.0, Private,9.0, Never-married, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
47.0, Private,14.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688.0,0.0,38.0, United-States,1
43.0, Self-emp-not-inc,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
24.0, Private,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,25.0, United-States,0
21.0, Private,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico,0
65.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, England,1
20.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
31.0, State-gov,14.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,25.0, United-States,0
38.0, State-gov,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,3464.0,0.0,40.0, United-States,0
22.0, Private,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
20.0, Private,10.0, Never-married, Prof-specialty, Not-in-family, Other, Female,0.0,0.0,20.0, United-States,0
44.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,0
44.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,0
41.0, Private,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,1
38.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,2205.0,40.0, United-States,0
21.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,25.0, Germany,0
24.0, Private,10.0, Married-spouse-absent, Sales, Unmarried, Other, Female,0.0,0.0,30.0, Ecuador,0
24.0, Private,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
28.0, Private,9.0, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
39.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
48.0, Private,10.0, Divorced, Craft-repair, Not-in-family, White, Male,3325.0,0.0,40.0, United-States,0
24.0, Local-gov,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
50.0, Private,9.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,35.0, South,1
50.0, Local-gov,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,4064.0,0.0,55.0, United-States,0
68.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
31.0, State-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,0
22.0, Private,2.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Guatemala,0
18.0, ?,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,48.0, United-States,0
25.0, Private,9.0, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, Poland,0
28.0, Private,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
17.0, Local-gov,7.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,15.0, United-States,0
24.0, State-gov,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,99.0, England,0
20.0, Private,6.0, Separated, Sales, Not-in-family, White, Female,0.0,0.0,36.0, United-States,0
45.0, Federal-gov,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
44.0, Private,10.0, Married-spouse-absent, Craft-repair, Unmarried, White, Female,1506.0,0.0,45.0, United-States,0
57.0, Private,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
33.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,55.0, United-States,1
24.0, ?,13.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,0
22.0, Private,10.0, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0.0,0.0,24.0, India,0
41.0, Private,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
51.0, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
46.0, Local-gov,13.0, Separated, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
52.0, Private,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,38.0, United-States,0
50.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
26.0, Self-emp-inc,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,50.0, United-States,0
17.0, Private,6.0, Never-married, Sales, Other-relative, Black, Female,0.0,0.0,12.0, United-States,0
64.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
51.0, Private,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,1
28.0, Self-emp-not-inc,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,0
51.0, Private,13.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
39.0, Self-emp-not-inc,13.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,1762.0,40.0, United-States,0
48.0, Private,10.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,32.0, United-States,0
44.0, Private,10.0, Married-civ-spouse, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,1
47.0, Private,7.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,0
52.0, Private,9.0, Widowed, Craft-repair, Own-child, White, Female,0.0,0.0,40.0, United-States,0
58.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,39.0, United-States,0
19.0, Private,7.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
40.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,1
23.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
31.0, Private,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Yugoslavia,0
40.0, Local-gov,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
48.0, Self-emp-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,38.0, United-States,1
46.0, Private,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States,1
32.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,3908.0,0.0,40.0, United-States,0
50.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
18.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,37.0, United-States,0
26.0, Private,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,30.0, United-States,0
36.0, Private,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0
26.0, Private,11.0, Divorced, Sales, Own-child, White, Female,594.0,0.0,35.0, United-States,0
19.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,15.0, United-States,0
53.0, Private,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States,1
54.0, Private,10.0, Never-married, Sales, Not-in-family, Black, Male,0.0,0.0,41.0, United-States,0
29.0, Private,10.0, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0.0,0.0,6.0, United-States,0
81.0, Private,14.0, Widowed, Prof-specialty, Unmarried, White, Male,0.0,0.0,60.0, ?,0
37.0, Private,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,38.0, United-States,1
40.0, Private,11.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States,1
36.0, Private,10.0, Widowed, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
18.0, Private,8.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,30.0, United-States,0
44.0, State-gov,7.0, Separated, Tech-support, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
36.0, Private,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,35.0, United-States,0
69.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
17.0, Private,8.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,7.0, United-States,0
38.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
27.0, Private,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Male,0.0,0.0,40.0, United-States,0
52.0, Private,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
24.0, Private,12.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
57.0, Private,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,0
